svt_channel_id, amplitude, t0, tp, tp2
4924,2884.4,19.49,52.65,13.06
4925,2814.24,19.37,52.6,13.13
4926,2859.71,19.25,52.5,13.15
4927,2859.71,19.25,52.5,13.15
4928,2857.81,19.46,51.3,13.35
4929,2780.21,18.72,51.61,13.58
4930,2814.56,19.0,51.25,13.48
4931,2794.06,19.06,50.47,13.66
4932,2864.09,19.37,52.62,13.08
4933,2816.95,19.57,53.04,13.01
4934,2854.98,19.32,52.51,13.12
4935,2854.98,19.32,52.51,13.12
4936,2861.58,19.66,51.83,13.33
4937,2794.38,18.93,51.57,13.56
4938,2824.44,18.83,50.87,13.6
4939,2801.98,19.02,50.67,13.65
4940,2866.18,19.39,52.52,13.09
4941,2820.28,19.46,52.98,13.06
4942,2875.51,19.22,52.67,13.13
4943,2875.51,19.22,52.67,13.13
4944,2867.58,19.75,52.14,13.26
4945,2804.91,18.93,51.72,13.56
4946,2817.2,18.77,51.57,13.59
4947,2818.36,18.97,50.98,13.68
4948,2875.85,19.33,53.37,13.0
4949,2820.84,19.45,53.24,13.04
4950,2861.62,19.25,53.31,13.06
4951,2861.62,19.25,53.31,13.06
4952,2874.75,19.82,52.64,13.17
4953,2810.6,18.96,52.1,13.5
4954,2829.05,18.83,52.28,13.46
4955,2811.94,18.97,51.54,13.61
4956,2874.9,19.19,53.44,13.05
4957,2827.4,19.24,53.1,13.14
4958,2855.82,19.22,53.45,13.05
4959,2855.82,19.22,53.45,13.05
4960,2890.75,19.83,52.03,13.25
4961,2805.77,18.8,51.45,13.6
4962,2823.12,18.72,51.48,13.58
4963,2824.65,18.88,51.4,13.65
4964,2899.09,19.17,53.3,13.07
4965,2837.21,19.29,52.9,13.16
4966,2883.87,19.2,53.12,13.08
4967,2883.87,19.2,53.12,13.08
4968,2888.56,19.81,52.35,13.16
4969,2831.35,18.84,51.83,13.51
4970,2844.49,18.67,51.93,13.54
4971,2836.57,18.78,51.32,13.68
4972,2873.19,19.09,53.79,13.06
4973,2838.02,19.02,53.77,13.12
4974,2870.21,19.06,53.28,13.11
4975,2870.21,19.06,53.28,13.11
4976,2878.21,19.79,53.26,13.07
4977,2828.2,18.75,52.25,13.52
4978,2826.21,18.7,52.73,13.38
4979,2828.76,18.67,52.21,13.57
4980,2858.8,19.02,54.17,12.98
4981,2850.85,19.0,54.49,12.96
4982,2853.04,19.04,54.5,12.92
4983,2853.04,19.04,54.5,12.92
4984,2871.12,19.76,53.8,12.94
4985,2827.1,18.61,53.76,13.33
4986,2821.84,18.54,53.72,13.26
4987,2828.96,18.34,53.35,13.47
4988,2864.48,18.68,55.28,12.86
4989,2829.18,18.41,55.76,12.95
4990,2822.55,17.74,55.92,13.11
4991,2822.55,17.74,55.92,13.11
4992,2532.14,19.93,53.92,13.37
4993,2532.14,19.93,53.92,13.37
4994,2517.38,18.94,52.76,13.78
4995,2519.69,18.75,51.79,14.16
4996,2580.32,18.62,52.59,13.89
4997,2547.17,18.76,52.53,13.87
4998,2609.09,18.68,52.24,13.93
4999,2609.09,18.68,52.24,13.93
5000,2644.62,19.35,51.18,14.05
5001,2564.53,18.48,50.5,14.42
5002,2571.24,18.14,49.53,14.56
5003,2560.68,18.1,49.26,14.79
5004,2625.17,18.43,51.31,14.2
5005,2590.1,18.59,51.07,14.21
5006,2647.8,18.39,50.76,14.25
5007,2647.8,18.39,50.76,14.25
5008,2678.86,19.49,50.04,14.16
5009,2584.59,18.41,49.3,14.64
5010,2592.96,18.14,48.87,14.69
5011,2592.98,18.42,48.26,14.8
5012,2648.56,18.54,50.41,14.31
5013,2620.29,18.52,50.78,14.3
5014,2686.51,18.47,50.09,14.35
5015,2686.51,18.47,50.09,14.35
5016,2697.01,19.59,49.63,14.25
5017,2608.34,18.51,48.37,14.78
5018,2618.86,18.45,48.74,14.66
5019,2600.32,18.53,47.44,14.95
5020,2671.47,18.61,50.11,14.33
5021,2624.8,18.73,49.64,14.39
5022,2702.0,18.62,49.48,14.41
5023,2702.0,18.62,49.48,14.41
5024,2730.78,19.77,48.88,14.29
5025,2609.47,18.84,48.09,14.7
5026,2644.74,18.48,48.0,14.77
5027,2614.76,18.72,47.25,14.9
5028,2707.09,18.71,48.96,14.46
5029,2638.64,18.74,48.92,14.48
5030,2705.33,18.54,49.46,14.44
5031,2705.33,18.54,49.46,14.44
5032,2721.28,19.88,48.83,14.29
5033,2633.21,18.9,48.03,14.73
5034,2640.35,18.61,47.03,14.86
5035,2631.82,18.76,46.84,15.0
5036,2693.44,18.77,48.38,14.56
5037,2648.84,18.83,48.95,14.47
5038,2728.09,18.64,48.27,14.6
5039,2728.09,18.64,48.27,14.6
5040,2747.31,19.81,48.11,14.45
5041,2639.07,18.83,47.23,14.85
5042,2658.45,18.85,47.07,14.81
5043,2634.15,18.81,46.2,15.09
5044,2719.87,18.91,47.85,14.6
5045,2654.71,19.04,48.53,14.51
5046,2732.4,18.67,48.06,14.64
5047,2732.4,18.67,48.06,14.64
5048,2751.88,19.85,47.55,14.53
5049,2664.38,19.03,47.2,14.83
5050,2663.63,18.79,46.15,14.98
5051,2647.27,18.92,45.55,15.16
5052,2710.14,19.11,47.39,14.61
5053,2670.17,19.13,48.13,14.51
5054,2717.13,18.94,47.36,14.69
5055,2717.13,18.94,47.36,14.69
5056,2769.94,19.38,46.82,14.77
5057,2676.21,18.54,46.81,15.05
5058,2689.01,18.68,47.28,14.86
5059,2686.34,18.87,45.89,15.09
5060,2742.62,19.21,48.84,14.37
5061,2698.07,19.3,49.13,14.34
5062,2769.77,19.03,48.86,14.41
5063,2769.77,19.03,48.86,14.41
5064,2782.87,19.56,47.11,14.72
5065,2694.02,18.63,47.01,15.06
5066,2696.74,18.45,46.53,15.11
5067,2680.42,18.72,45.75,15.24
5068,2744.37,19.13,48.37,14.47
5069,2711.9,19.12,48.37,14.5
5070,2772.6,19.1,48.6,14.44
5071,2772.6,19.1,48.6,14.44
5072,2800.41,19.6,47.29,14.7
5073,2689.91,18.58,46.69,15.12
5074,2700.94,18.47,46.24,15.11
5075,2680.45,18.68,45.42,15.31
5076,2748.45,18.97,48.14,14.56
5077,2708.88,19.14,48.37,14.51
5078,2771.24,19.0,48.27,14.52
5079,2771.24,19.0,48.27,14.52
5080,2791.66,19.8,47.62,14.55
5081,2717.38,18.54,46.79,15.11
5082,2715.48,18.49,46.75,15.06
5083,2701.93,18.78,46.12,15.14
5084,2750.29,18.96,48.7,14.52
5085,2719.77,18.95,48.43,14.6
5086,2775.31,19.08,48.71,14.44
5087,2775.31,19.08,48.71,14.44
5088,2818.21,19.86,48.55,14.39
5089,2709.85,18.62,46.96,15.05
5090,2700.68,18.5,47.52,14.91
5091,2696.67,18.52,46.48,15.23
5092,2749.43,18.84,49.09,14.48
5093,2722.96,18.95,48.99,14.45
5094,2765.16,18.82,48.95,14.48
5095,2765.16,18.82,48.95,14.48
5096,2803.86,19.79,49.05,14.34
5097,2714.03,18.64,47.93,14.83
5098,2703.06,18.36,48.23,14.87
5099,2702.58,18.56,46.83,15.07
5100,2761.02,18.85,49.78,14.35
5101,2727.21,18.81,49.88,14.39
5102,2776.74,18.85,50.23,14.25
5103,2776.74,18.85,50.23,14.25
5104,2794.16,19.72,49.34,14.28
5105,2703.16,18.41,48.28,14.9
5106,2691.84,18.32,48.61,14.82
5107,2694.57,18.29,47.12,15.12
5108,2734.64,18.64,50.35,14.35
5109,2719.32,18.62,50.24,14.38
5110,2751.41,18.7,50.36,14.27
5111,2751.41,18.7,50.36,14.27
5112,2791.85,19.53,50.28,14.21
5113,2721.27,18.43,49.71,14.64
5114,2684.3,17.97,49.43,14.74
5115,2685.07,17.8,48.07,15.14
5116,2715.78,18.23,51.74,14.23
5117,2700.21,17.95,51.68,14.33
5118,2719.81,17.16,51.15,14.6
5119,2719.81,17.16,51.15,14.6
5120,2853.74,20.25,58.27,12.25
5121,2853.74,20.25,58.27,12.25
5122,2826.99,19.44,58.35,12.46
5123,2848.2,19.25,57.75,12.74
5124,2887.75,19.01,58.99,12.47
5125,2865.91,19.33,58.86,12.41
5126,2906.21,19.06,58.17,12.53
5127,2906.21,19.06,58.17,12.53
5128,2935.83,19.65,56.83,12.73
5129,2866.26,18.97,57.14,12.93
5130,2847.8,18.73,56.58,12.95
5131,2866.46,18.77,56.35,13.11
5132,2909.91,18.94,57.83,12.66
5133,2885.06,19.14,57.12,12.68
5134,2922.92,18.99,57.66,12.63
5135,2922.92,18.99,57.66,12.63
5136,2939.95,19.93,56.31,12.7
5137,2868.96,18.98,55.97,13.03
5138,2860.97,18.86,55.88,13.0
5139,2884.39,18.95,54.71,13.22
5140,2916.87,19.03,57.01,12.72
5141,2888.67,19.13,57.0,12.74
5142,2946.89,19.1,56.87,12.69
5143,2946.89,19.1,56.87,12.69
5144,2956.25,19.83,55.99,12.8
5145,2872.44,19.0,55.65,13.09
5146,2866.26,18.9,55.32,13.11
5147,2879.97,18.98,55.23,13.17
5148,2916.17,19.14,56.64,12.74
5149,2878.91,19.21,56.41,12.78
5150,2945.39,19.12,56.67,12.75
5151,2945.39,19.12,56.67,12.75
5152,2967.74,19.97,54.83,12.89
5153,2870.49,19.25,54.97,13.08
5154,2866.98,19.02,54.73,13.13
5155,2876.91,19.16,54.39,13.26
5156,2917.32,19.36,55.71,12.76
5157,2885.87,19.28,55.84,12.87
5158,2945.54,19.14,56.06,12.79
5159,2945.54,19.14,56.06,12.79
5160,2956.28,20.19,55.31,12.76
5161,2874.39,19.4,54.62,13.09
5162,2872.14,19.22,53.87,13.13
5163,2885.72,19.32,54.08,13.23
5164,2917.07,19.37,55.78,12.76
5165,2879.77,19.33,55.62,12.89
5166,2955.67,19.22,56.07,12.8
5167,2955.67,19.22,56.07,12.8
5168,2969.12,20.05,54.65,12.93
5169,2891.98,19.35,54.23,13.16
5170,2874.31,19.21,54.26,13.15
5171,2876.64,19.38,53.47,13.28
5172,2933.94,19.5,55.85,12.76
5173,2875.85,19.52,55.96,12.79
5174,2957.84,19.28,55.91,12.83
5175,2957.84,19.28,55.91,12.83
5176,2979.72,20.17,55.01,12.83
5177,2873.3,19.42,54.5,13.1
5178,2881.91,19.41,54.27,13.13
5179,2880.89,19.43,53.76,13.25
5180,2933.36,19.64,55.18,12.79
5181,2867.53,19.65,55.55,12.78
5182,2933.9,19.5,54.89,12.84
5183,2933.9,19.5,54.89,12.84
5184,2955.17,19.64,53.76,13.15
5185,2878.25,19.0,53.77,13.38
5186,2869.91,19.03,54.04,13.23
5187,2892.21,19.39,53.77,13.24
5188,2933.17,19.51,55.44,12.74
5189,2895.6,19.7,55.47,12.76
5190,2959.56,19.48,54.99,12.8
5191,2959.56,19.48,54.99,12.8
5192,2982.28,19.88,54.48,13.03
5193,2875.29,18.97,54.02,13.37
5194,2887.32,19.05,53.9,13.27
5195,2884.42,19.36,53.36,13.35
5196,2947.35,19.49,55.6,12.8
5197,2902.0,19.42,55.19,12.9
5198,2959.48,19.44,55.35,12.81
5199,2959.48,19.44,55.35,12.81
5200,2985.11,19.91,54.56,13.0
5201,2901.93,18.98,54.23,13.33
5202,2888.18,18.88,54.09,13.36
5203,2894.55,19.15,53.28,13.44
5204,2947.38,19.44,55.64,12.81
5205,2902.77,19.5,55.86,12.86
5206,2960.58,19.41,55.49,12.85
5207,2960.58,19.41,55.49,12.85
5208,2970.38,20.01,54.62,12.97
5209,2905.78,19.0,54.29,13.33
5210,2882.89,18.94,54.47,13.29
5211,2900.74,19.25,54.25,13.32
5212,2935.93,19.44,55.92,12.82
5213,2920.48,19.41,56.24,12.82
5214,2947.21,19.37,56.14,12.79
5215,2947.21,19.37,56.14,12.79
5216,2969.11,20.08,54.74,12.94
5217,2882.21,19.03,54.17,13.32
5218,2872.66,18.88,54.26,13.3
5219,2870.04,19.05,53.63,13.42
5220,2916.38,19.28,55.9,12.85
5221,2893.17,19.45,56.02,12.79
5222,2928.29,19.38,56.07,12.74
5223,2928.29,19.38,56.07,12.74
5224,2945.8,20.15,55.5,12.82
5225,2876.98,18.99,54.81,13.25
5226,2855.32,18.94,54.48,13.25
5227,2881.23,18.95,54.26,13.35
5228,2901.99,19.3,56.86,12.7
5229,2888.26,19.29,56.77,12.76
5230,2926.42,19.22,56.5,12.74
5231,2926.42,19.22,56.5,12.74
5232,2959.41,19.87,55.81,12.85
5233,2876.1,18.91,55.66,13.18
5234,2848.72,18.79,55.89,13.15
5235,2870.36,18.87,55.34,13.31
5236,2890.74,19.11,57.74,12.7
5237,2876.5,19.12,57.67,12.71
5238,2909.37,19.21,57.54,12.62
5239,2909.37,19.21,57.54,12.62
5240,2960.47,19.73,57.06,12.73
5241,2902.29,18.88,56.51,13.04
5242,2856.71,18.6,57.06,13.02
5243,2876.0,18.58,56.65,13.18
5244,2889.37,18.75,58.72,12.64
5245,2862.45,18.55,59.6,12.65
5246,2879.03,17.81,59.25,12.82
5247,2879.03,17.81,59.25,12.82
5248,2766.84,20.15,57.27,12.88
5249,2766.84,20.15,57.27,12.88
5250,2776.85,19.23,56.64,13.2
5251,2792.4,19.01,55.05,13.6
5252,2841.19,18.91,55.86,13.37
5253,2784.65,19.0,56.41,13.27
5254,2814.55,18.8,55.52,13.43
5255,2814.55,18.8,55.52,13.43
5256,2844.8,19.49,54.48,13.56
5257,2771.33,18.77,54.87,13.72
5258,2798.08,18.37,53.98,13.86
5259,2800.11,18.45,53.53,14.06
5260,2879.31,18.61,54.53,13.67
5261,2809.12,18.96,55.39,13.46
5262,2847.48,18.6,54.76,13.63
5263,2847.48,18.6,54.76,13.63
5264,2867.12,19.64,53.63,13.6
5265,2787.89,18.62,53.69,13.96
5266,2803.01,18.46,53.18,13.98
5267,2825.45,18.69,51.92,14.14
5268,2891.12,18.71,53.79,13.72
5269,2821.58,18.84,54.71,13.59
5270,2849.74,18.7,53.71,13.71
5271,2849.74,18.7,53.71,13.71
5272,2857.06,19.72,53.53,13.59
5273,2793.25,18.78,52.84,13.99
5274,2829.68,18.62,52.69,13.95
5275,2824.43,18.8,52.22,14.14
5276,2891.66,18.79,53.72,13.71
5277,2820.48,18.96,54.16,13.63
5278,2847.32,18.62,52.96,13.86
5279,2847.32,18.62,52.96,13.86
5280,2897.31,19.79,53.09,13.64
5281,2798.43,18.83,51.85,14.07
5282,2831.36,18.54,51.94,14.14
5283,2822.32,18.7,51.25,14.25
5284,2911.57,18.97,53.12,13.73
5285,2831.54,18.84,53.32,13.77
5286,2868.66,18.7,53.68,13.78
5287,2868.66,18.7,53.68,13.78
5288,2883.3,19.88,52.52,13.66
5289,2795.74,18.85,51.78,14.1
5290,2844.23,18.78,51.83,14.04
5291,2817.84,18.86,51.32,14.21
5292,2914.84,19.0,52.69,13.79
5293,2825.36,19.11,53.97,13.62
5294,2851.88,18.66,53.0,13.89
5295,2851.88,18.66,53.0,13.89
5296,2873.46,19.7,52.02,13.8
5297,2799.39,18.87,51.66,14.12
5298,2841.76,18.87,51.31,14.11
5299,2815.22,18.97,51.09,14.21
5300,2896.15,19.06,52.56,13.79
5301,2813.55,19.1,52.96,13.78
5302,2863.27,18.75,52.49,13.95
5303,2863.27,18.75,52.49,13.95
5304,2874.91,19.82,52.27,13.77
5305,2788.69,18.92,51.36,14.18
5306,2829.08,18.74,50.44,14.28
5307,2809.58,19.03,50.1,14.35
5308,2891.05,19.38,52.43,13.7
5309,2811.34,19.17,52.58,13.79
5310,2849.97,18.9,51.92,13.96
5311,2849.97,18.9,51.92,13.96
5312,2825.19,19.21,51.64,14.02
5313,2749.65,18.52,51.4,14.27
5314,2797.05,18.69,51.07,14.19
5315,2783.02,18.95,50.98,14.27
5316,2862.87,19.05,52.46,13.79
5317,2792.75,19.23,52.5,13.75
5318,2812.03,19.05,52.75,13.78
5319,2812.03,19.05,52.75,13.78
5320,2843.52,19.43,51.99,13.97
5321,2761.26,18.5,51.24,14.34
5322,2798.62,18.64,51.51,14.21
5323,2782.22,18.73,50.2,14.4
5324,2872.6,19.06,52.58,13.8
5325,2786.09,19.28,53.43,13.66
5326,2824.01,18.97,52.0,13.88
5327,2824.01,18.97,52.0,13.88
5328,2842.06,19.55,51.94,13.92
5329,2766.23,18.38,50.84,14.45
5330,2811.63,18.49,50.82,14.37
5331,2792.42,18.71,50.93,14.4
5332,2876.95,18.95,52.37,13.88
5333,2794.99,19.09,53.03,13.78
5334,2822.45,18.89,52.37,13.9
5335,2822.45,18.89,52.37,13.9
5336,2846.96,19.65,52.1,13.91
5337,2781.07,18.38,51.5,14.39
5338,2805.8,18.41,51.17,14.33
5339,2802.14,18.69,51.21,14.34
5340,2861.27,18.83,52.9,13.85
5341,2797.71,18.99,53.72,13.72
5342,2830.2,18.9,52.87,13.81
5343,2830.2,18.9,52.87,13.81
5344,2891.49,19.57,52.48,13.83
5345,2812.18,18.31,51.5,14.4
5346,2834.44,18.34,51.92,14.29
5347,2814.42,18.37,50.63,14.54
5348,2892.36,18.8,53.28,13.83
5349,2836.39,18.89,53.89,13.73
5350,2841.53,18.79,53.02,13.82
5351,2841.53,18.79,53.02,13.82
5352,2876.28,19.63,52.74,13.78
5353,2809.46,18.34,52.1,14.29
5354,2825.96,18.2,52.25,14.26
5355,2816.35,18.31,51.68,14.47
5356,2896.86,18.72,53.62,13.81
5357,2831.09,18.6,54.59,13.75
5358,2844.09,18.65,54.09,13.76
5359,2844.09,18.65,54.09,13.76
5360,2878.63,19.35,53.2,13.79
5361,2829.25,18.21,52.67,14.28
5362,2840.73,18.27,53.18,14.08
5363,2896.7,18.2,51.33,14.21
5364,3086.9,20.62,66.97,8.73
5365,2892.52,18.36,54.38,13.57
5366,2835.91,18.38,54.0,13.79
5367,2835.91,18.38,54.0,13.79
5368,2894.63,19.12,53.76,13.77
5369,2831.75,18.06,53.5,14.12
5370,2843.99,17.81,53.15,14.18
5371,2846.31,17.6,52.86,14.38
5372,2899.39,17.78,55.31,13.72
5373,2871.54,17.29,55.82,13.48
5374,3034.44,20.65,67.86,8.48
5375,3034.44,20.65,67.86,8.48
5376,2915.12,19.26,56.11,12.82
5377,2915.12,19.26,56.11,12.82
5378,2908.98,18.62,54.96,13.25
5379,2907.36,18.48,53.9,13.57
5380,2968.55,18.4,55.85,13.23
5381,2919.32,18.62,55.88,13.19
5382,2947.82,18.49,55.39,13.23
5383,2947.82,18.49,55.39,13.23
5384,2965.79,19.23,53.53,13.46
5385,2862.67,18.32,53.76,13.68
5386,2889.84,18.07,52.91,13.82
5387,2899.9,18.2,51.94,14.0
5388,2961.86,18.26,53.46,13.6
5389,2912.96,18.56,54.04,13.49
5390,2945.95,18.41,54.09,13.45
5391,2945.95,18.41,54.09,13.45
5392,2952.97,19.4,52.64,13.53
5393,2865.41,18.26,52.07,13.93
5394,2883.86,18.08,51.99,13.97
5395,2892.18,18.25,50.66,14.18
5396,2957.07,18.24,53.07,13.68
5397,2904.84,18.54,53.43,13.59
5398,2935.38,18.45,52.94,13.59
5399,2935.38,18.45,52.94,13.59
5400,2951.69,19.35,51.95,13.68
5401,2860.41,18.36,51.79,13.93
5402,2874.1,18.33,51.73,13.91
5403,2882.63,18.27,50.8,14.14
5404,2933.08,18.39,51.92,13.76
5405,2881.34,18.61,52.62,13.67
5406,2928.1,18.36,52.75,13.65
5407,2928.1,18.36,52.75,13.65
5408,2972.4,19.57,51.43,13.63
5409,2870.8,18.62,51.34,13.87
5410,2874.0,18.42,50.79,13.97
5411,2888.4,18.42,49.11,14.32
5412,2941.88,18.67,51.7,13.67
5413,2897.81,18.65,51.85,13.72
5414,2940.88,18.41,52.5,13.66
5415,2940.88,18.41,52.5,13.66
5416,2951.61,19.64,51.32,13.62
5417,2862.3,18.5,50.17,14.09
5418,2890.17,18.34,49.57,14.16
5419,2877.61,18.45,49.16,14.32
5420,2947.68,18.6,50.92,13.82
5421,2892.37,18.74,51.28,13.75
5422,2932.79,18.55,51.4,13.74
5423,2932.79,18.55,51.4,13.74
5424,2952.44,19.59,50.71,13.72
5425,2860.94,18.54,50.48,14.08
5426,2863.6,18.47,50.14,14.1
5427,2874.68,18.58,48.65,14.34
5428,2949.29,18.74,50.83,13.81
5429,2892.79,18.86,51.25,13.73
5430,2928.95,18.6,51.66,13.73
5431,2928.95,18.6,51.66,13.73
5432,2964.1,19.58,49.87,13.84
5433,2862.01,18.67,49.77,14.11
5434,2883.09,18.57,49.96,14.06
5435,2879.06,18.74,49.06,14.23
5436,2968.92,18.8,50.32,13.84
5437,2885.12,19.05,51.07,13.66
5438,2923.17,18.69,50.78,13.78
5439,2923.17,18.69,50.78,13.78
5440,2924.66,19.16,49.45,14.0
5441,2837.67,18.16,49.87,14.21
5442,2886.32,18.31,49.73,14.18
5443,2862.88,18.57,48.83,14.32
5444,2934.24,18.81,50.4,13.78
5445,2887.27,18.9,50.98,13.76
5446,2939.2,18.72,50.66,13.78
5447,2939.2,18.72,50.66,13.78
5448,2955.44,19.29,49.64,13.96
5449,2858.57,18.24,50.28,14.21
5450,2889.08,18.37,49.23,14.26
5451,2879.81,18.44,47.84,14.51
5452,2964.33,18.7,50.5,13.84
5453,2905.46,18.92,50.82,13.77
5454,2943.35,18.82,51.02,13.72
5455,2943.35,18.82,51.02,13.72
5456,2956.09,19.42,50.2,13.9
5457,2862.82,18.1,49.88,14.36
5458,2894.31,18.18,49.78,14.27
5459,2872.55,18.39,48.74,14.46
5460,2952.92,18.72,51.32,13.79
5461,2895.51,18.82,51.48,13.78
5462,2942.78,18.71,51.29,13.76
5463,2942.78,18.71,51.29,13.76
5464,2966.45,19.38,50.46,13.9
5465,2866.4,18.17,50.0,14.33
5466,2890.51,18.1,50.12,14.29
5467,2874.52,18.45,48.91,14.37
5468,2960.36,18.59,51.34,13.84
5469,2912.23,18.75,51.65,13.75
5470,2946.54,18.7,51.4,13.75
5471,2946.54,18.7,51.4,13.75
5472,2995.66,19.36,50.39,13.92
5473,2885.77,18.23,50.19,14.25
5474,2897.65,18.09,50.01,14.32
5475,2878.7,18.18,49.42,14.47
5476,2966.11,18.52,51.08,13.88
5477,2908.94,18.78,51.61,13.75
5478,2939.69,18.65,52.12,13.68
5479,2939.69,18.65,52.12,13.68
5480,2979.78,19.49,51.03,13.76
5481,2875.15,18.22,50.31,14.22
5482,2893.58,18.05,50.06,14.26
5483,2890.63,18.19,49.21,14.45
5484,2961.11,18.49,51.78,13.76
5485,2898.89,18.59,52.2,13.77
5486,2914.41,18.53,52.2,13.69
5487,2914.41,18.53,52.2,13.69
5488,2963.72,19.36,51.54,13.76
5489,2876.8,18.1,50.79,14.17
5490,2903.61,18.1,51.32,14.09
5491,2885.95,18.01,50.57,14.34
5492,2934.26,18.18,52.32,13.81
5493,2892.2,18.46,52.51,13.78
5494,2924.19,18.44,53.47,13.55
5495,2924.19,18.44,53.47,13.55
5496,2969.91,19.2,52.12,13.72
5497,2876.53,17.9,51.88,14.1
5498,2894.16,17.76,50.89,14.22
5499,2882.91,17.61,51.18,14.37
5500,2925.96,18.02,53.91,13.63
5501,2895.88,17.67,53.45,13.84
5502,2892.03,17.13,54.21,13.84
5503,2892.03,17.13,54.21,13.84
5504,2893.66,19.74,54.98,12.86
5505,2893.66,19.74,54.98,12.86
5506,2889.48,19.01,54.75,13.1
5507,2900.93,18.72,53.02,13.55
5508,2805.91,18.36,53.88,13.37
5509,2941.42,18.95,55.34,13.13
5510,2986.77,18.87,54.85,13.13
5511,2986.77,18.87,54.85,13.13
5512,2974.92,19.55,53.48,13.25
5513,2885.29,18.45,52.58,13.7
5514,2895.98,18.28,52.96,13.67
5515,2904.21,18.33,51.61,13.98
5516,2822.88,18.17,52.36,13.68
5517,2955.79,18.81,53.5,13.42
5518,2994.68,18.69,53.89,13.33
5519,2994.68,18.69,53.89,13.33
5520,2954.35,19.72,52.76,13.32
5521,2876.78,18.47,52.15,13.76
5522,2908.58,18.32,52.06,13.78
5523,2913.28,18.36,50.54,14.06
5524,2830.86,18.16,51.4,13.79
5525,2954.12,18.73,53.41,13.51
5526,2989.25,18.67,52.63,13.49
5527,2989.25,18.67,52.63,13.49
5528,2979.71,19.63,51.82,13.5
5529,2869.2,18.57,51.38,13.79
5530,2902.98,18.47,51.07,13.87
5531,2903.9,18.42,49.78,14.17
5532,2818.93,18.25,50.52,13.88
5533,2947.11,18.85,52.22,13.63
5534,2977.14,18.66,52.17,13.58
5535,2977.14,18.66,52.17,13.58
5536,3019.65,19.78,51.79,13.45
5537,2901.58,18.7,51.06,13.8
5538,2940.47,18.54,50.36,13.92
5539,2917.54,18.53,49.69,14.19
5540,2860.15,18.37,50.63,13.8
5541,2971.28,18.86,51.74,13.61
5542,3029.77,18.67,51.38,13.67
5543,3029.77,18.67,51.38,13.67
5544,3005.83,19.76,50.95,13.58
5545,2913.45,18.71,50.22,13.97
5546,2929.65,18.63,49.99,13.99
5547,2926.71,18.73,49.55,14.13
5548,2863.44,18.51,49.69,13.89
5549,2963.26,18.93,51.32,13.69
5550,3007.62,18.75,51.6,13.66
5551,3007.62,18.75,51.6,13.66
5552,3002.44,19.89,50.27,13.61
5553,2913.41,18.73,50.43,13.95
5554,2930.38,18.62,49.78,14.02
5555,2927.67,18.73,48.51,14.31
5556,2609.32,17.73,51.12,13.65
5557,2967.97,18.94,51.0,13.72
5558,3010.51,18.84,51.27,13.65
5559,3010.51,18.84,51.27,13.65
5560,3004.69,19.86,50.11,13.66
5561,2905.86,18.79,49.31,14.03
5562,2927.1,18.74,49.24,14.02
5563,2918.9,18.9,47.8,14.33
5564,2824.04,18.58,48.84,13.97
5565,2953.14,19.2,50.34,13.73
5566,2994.3,18.91,50.01,13.76
5567,2994.3,18.91,50.01,13.76
5568,2959.87,19.32,49.83,13.8
5569,2878.8,18.36,49.85,14.06
5570,2918.44,18.35,49.37,14.11
5571,2893.35,18.64,48.7,14.25
5572,2858.28,18.58,49.42,13.86
5573,2950.44,19.15,51.13,13.61
5574,2993.72,18.97,51.23,13.58
5575,2993.72,18.97,51.23,13.58
5576,2978.91,19.54,50.12,13.75
5577,2873.77,18.43,49.53,14.12
5578,2920.46,18.31,49.08,14.24
5579,2916.46,18.64,48.49,14.28
5580,2867.88,18.45,49.23,13.97
5581,2958.84,18.99,50.79,13.73
5582,2989.6,18.9,51.28,13.61
5583,2989.6,18.9,51.28,13.61
5584,2978.03,19.61,50.13,13.76
5585,2895.23,18.48,50.31,14.1
5586,2917.49,18.26,49.42,14.2
5587,2914.71,18.39,48.35,14.42
5588,2875.74,18.42,49.72,13.94
5589,2952.06,18.9,51.35,13.69
5590,3000.71,18.74,51.47,13.65
5591,3000.71,18.74,51.47,13.65
5592,2989.53,19.53,50.11,13.8
5593,2903.92,18.39,50.01,14.11
5594,2907.2,18.18,49.67,14.25
5595,2925.33,18.47,48.99,14.33
5596,2897.13,18.32,49.61,14.01
5597,2963.15,18.93,51.79,13.63
5598,2993.14,18.87,51.57,13.59
5599,2993.14,18.87,51.57,13.59
5600,3007.07,19.51,50.78,13.72
5601,2904.26,18.41,51.16,13.99
5602,2924.37,18.16,50.37,14.15
5603,2927.13,18.3,49.31,14.33
5604,2913.73,18.41,50.71,13.81
5605,2966.51,18.88,51.97,13.64
5606,3012.6,18.65,51.48,13.68
5607,3012.6,18.65,51.48,13.68
5608,2998.17,19.41,51.07,13.69
5609,2910.67,18.39,51.09,14.0
5610,2941.8,18.12,51.06,14.03
5611,2945.74,18.22,49.48,14.37
5612,2904.94,18.28,50.61,13.87
5613,2984.21,18.68,52.8,13.6
5614,2995.93,18.58,52.71,13.56
5615,2995.93,18.58,52.71,13.56
5616,3001.35,19.39,51.54,13.65
5617,2920.77,18.21,51.68,13.99
5618,2931.62,18.03,51.64,13.98
5619,2926.45,18.1,50.38,14.26
5620,2892.59,18.19,51.62,13.79
5621,2964.93,18.65,53.5,13.52
